hospital;link;ratings;total_reviews;location;rating;review
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;Prise en charge des urgences immédiat
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;ça marche vraiment  avec .......
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;Fiable
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;"(Traduit par Google) Bon

(Avis d'origine)
Good"
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;"(Traduit par Google) Hastahane

(Avis d'origine)
Hastahane"
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;"(Traduit par Google) super

(Avis d'origine)
Super"
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 3 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 3 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 3 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 4 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 3 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 2 étoiles ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 1 étoile ;
Sumassistance;https://www.google.com/maps/place/Sumassistance/data=!4m5!3m4!1s0xec172a37b483173:0x3beb62cdaca7d02e!8m2!3d14.716677!4d-17.4676861?authuser=0&hl=fr&rclk=1;2,7;60 avis;Adresse: Bp4031dakar, Sénégal ; 5 étoiles ;
Centre de Santé Municipal de Oakam;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+Municipal+de+Oakam/data=!4m5!3m4!1s0xec16d5201c91a87:0xe6cc75725a240e3c!8m2!3d14.7205584!4d-17.4911321?authuser=0&hl=fr&rclk=1;4,0;2 avis;Adresse: PGC5+6GH, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé Municipal de Oakam;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+Municipal+de+Oakam/data=!4m5!3m4!1s0xec16d5201c91a87:0xe6cc75725a240e3c!8m2!3d14.7205584!4d-17.4911321?authuser=0&hl=fr&rclk=1;4,0;2 avis;Adresse: PGC5+6GH, Dakar, Sénégal ; 3 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;Très bon hôpital pour les enfants et les adultes. Plusieurs services au même endroit pour les habitants des Maristes et environ. Le personnel est très qualifié et à l'écoute des malades. L'entretien est à suivre de très près pour ne pas dégrader les installations.
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;Très accueillant et professionnel
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;Accueil parfait et soins parfait aussi
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 4 étoiles ;Centre très propre et les coûts sont abordable en plus du personnel de qualité et courtois
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 2 étoiles ;Un centre de santé bien entretenu mais malheureusement pour les patients, l'argent prime sur tout et c'est dommage.
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;La proprete des lieux et le professionnalisme des medecins
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;Centre de santé,disposant différentes spécialités,de la pédiatrie à la radiologie,en passant par les urgences,le cabinet dentaire,la maternité, l'hospitalisation etc.....
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 3 étoiles ;Accueil des patients
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 3 étoiles ;Bien
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;Excellent
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 1 étoile ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 4 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 5 étoiles ;
Centre de Santé des Maristes;https://www.google.com/maps/place/Centre+de+Sant%C3%A9+des+Maristes/data=!4m5!3m4!1s0xec10cd380ed9dfd:0x6b0b8b5c5cbcfa47!8m2!3d14.7344687!4d-17.4263855?authuser=0&hl=fr&rclk=1;4,1;19 avis;Adresse: Passerelle Hann Mariste, Dakar, Sénégal ; 1 étoile ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;Bonsoir 🤗 clinique Pasteur j'aimerais avoir un numéro de téléphone d'un de vos personnel c'est urgent si possible envoyé le moi par mail surtout si il y a watsap sa sera encore plus facile rèponder svp
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;MEILLEUR CLINIC DE DAKA
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 1 étoile ;"Le service de pédiatrie est trop lent. J’ai dû patienter pendant 2 h.
C’est trop nul"
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 3 étoiles ;Stp ken dite vous de leur gynécologue précisément dr alioune sarr
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;Clinique avec une prestation de qualité. Le personnel est accueillant et efficace dans le travail. Personnel très qualifié
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;J'adore ,on s'occupe bien les patients et c'est propre 😘😘
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;Merci pour la diligence et la qualité de prestation
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 1 étoile ;Lieux très clean, un personnel très disponible et qualifié
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;Très bon
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;J ai adoré
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;Très bonne clinique
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;c'était excellent😍
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;Service Correcte
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 1 étoile ;"(Traduit par Google) Nous sommes venus avec un appendice d'urgence sur le point de se rompre, ils nous ont envoyés dans la rue à pied pour passer une échographie (il a failli s'évanouir dans la rue en y allant). Ensuite, il a dit que ce n'était peut-être pas une annexe et que nous pouvions rentrer à la maison, nous sommes restés parce que mon petit ami semblait sur le point de mourir, a été envoyé à travers la ville en taxi pour obtenir une autre radiographie qui a confirmé l'appendice, et ils allaient faire un local chirurgie d'anesthésie qui aurait laissé une cicatrice de l'abdomen à la côte parce que l'appendice de mon petit ami était étrangement long. Dieu merci, nous avons été transférés à la Clinique de Madeleine où nous avons pu faire une appendicectomie larascopique qui traverse le nombril et ne laisse aucune cicatrice. C'est mieux comme clinique, pas d'urgences mettant la vie en danger. Le personnel était très sympathique et gentil.

(Avis d'origine)
We came with an emergency appendix about to rupture, they sent us down the street on foot to get an ultrasound (he almost passed out in the street on the way there). Then said it may not be appendix and we can go home, we stayed cuz my bf looked like he was about to die, got sent across town in a taxi to get another x ray which confirmed appendix, and they were going to do a local anesthesia surgery which would have left a scar from abdomen to rib because my bf’s appendix was strangely long. Thank god we transferred to Clinique de Madeleine where we could do a larascopic appendectomy that goes through the belly button and leaves no scar. This is best as a clinic, not life threatening emergencies. Staff was very friendly and nice though."
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 3 étoiles ;"(Traduit par Google) Tout est parfait, sauf l'incompétence des caissiers, qui ne savent pas payer avec une carte

(Avis d'origine)
Todo perfecto, menos la ineptitud de las de caja, que no saben cómo hacer él pagó con tarjeta"
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;"(Traduit par Google) Endroit impressionnant. Les gens sont si gentils et professionnels

(Avis d'origine)
Awesome place. People are so kind and professional"
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 3 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 4 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
Clinique Pasteur;https://www.google.com/maps/place/Clinique+Pasteur/data=!4m5!3m4!1s0xec1724b7a72320b:0x11099ada60f49caf!8m2!3d14.66787!4d-17.4346241?authuser=0&hl=fr&rclk=1;4,1;30 avis;Adresse: Rue Carnot, Dakar, Sénégal ; 5 étoiles ;
